hometeam,date,home_FG,home_FGA,home_FGpct,home_3P,home_3PA,home_3Ppct,home_FT,home_FTA,home_FTpct,home_PF,home_PTS
Boston Celtics,2018-01-21,37,85,.435,8,27,.296,13,14,.929,18,95
Detroit Pistons,2018-01-21,38,90,.422,9,29,.310,15,17,.882,19,100
Los Angeles Lakers,2018-01-21,51,91,.560,10,26,.385,15,21,.714,18,127
San Antonio Spurs,2018-01-21,35,82,.427,9,34,.265,7,12,.583,14,86
Atlanta Hawks,2018-01-22,40,83,.482,12,26,.462,12,12,1.000,24,104
Charlotte Hornets,2018-01-22,38,86,.442,16,40,.400,20,25,.800,14,112
Dallas Mavericks,2018-01-22,38,87,.437,10,31,.323,12,17,.706,21,98
Denver Nuggets,2018-01-22,34,83,.410,10,30,.333,26,33,.788,20,104
Houston Rockets,2018-01-22,36,81,.444,15,37,.405,12,18,.667,15,99
Los Angeles Clippers,2018-01-22,47,84,.560,9,27,.333,15,22,.682,27,118
Memphis Grizzlies,2018-01-22,33,78,.423,10,26,.385,29,35,.829,26,105
Milwaukee Bucks,2018-01-22,38,71,.535,5,17,.294,28,37,.757,22,109
New Orleans Pelicans,2018-01-22,47,113,.416,16,44,.364,22,26,.846,28,132
Golden State Warriors,2018-01-23,46,83,.554,13,30,.433,18,20,.900,16,123
Los Angeles Lakers,2018-01-23,40,91,.440,7,26,.269,21,36,.583,16,108
Oklahoma City Thunder,2018-01-23,40,94,.426,7,25,.280,22,32,.688,18,109
Orlando Magic,2018-01-23,36,83,.434,11,31,.355,16,19,.842,17,99
San Antonio Spurs,2018-01-23,47,94,.500,8,28,.286,12,16,.750,19,114
Atlanta Hawks,2018-01-24,37,94,.394,7,21,.333,12,17,.706,21,93
Charlotte Hornets,2018-01-24,36,85,.424,6,21,.286,18,31,.581,23,96
Dallas Mavericks,2018-01-24,35,82,.427,15,35,.429,12,18,.667,21,97
Detroit Pistons,2018-01-24,38,97,.392,7,31,.226,12,18,.667,16,95
Indiana Pacers,2018-01-24,45,80,.563,9,24,.375,17,25,.680,24,116
Los Angeles Clippers,2018-01-24,35,79,.443,5,21,.238,27,39,.692,15,102
Memphis Grizzlies,2018-01-24,36,83,.434,2,18,.111,11,14,.786,25,85
Philadelphia 76ers,2018-01-24,42,81,.519,16,32,.500,15,20,.750,20,115
Portland Trail Blazers,2018-01-24,45,82,.549,17,31,.548,16,21,.762,16,123
Denver Nuggets,2018-01-25,48,80,.600,14,28,.500,20,24,.833,20,130
Golden State Warriors,2018-01-25,48,89,.539,21,37,.568,9,15,.600,17,126
Miami Heat,2018-01-25,31,82,.378,12,34,.353,14,18,.778,19,88
Oklahoma City Thunder,2018-01-25,45,87,.517,9,27,.333,22,29,.759,15,121
Chicago Bulls,2018-01-26,35,93,.376,17,36,.472,16,24,.667,25,103
Charlotte Hornets,2018-01-26,40,88,.455,13,34,.382,28,32,.875,25,121
Cleveland Cavaliers,2018-01-26,46,82,.561,13,37,.351,10,13,.769,11,115
Dallas Mavericks,2018-01-26,35,89,.393,10,30,.333,13,17,.765,19,93
Memphis Grizzlies,2018-01-26,39,81,.481,8,27,.296,14,18,.778,24,100
Milwaukee Bucks,2018-01-26,43,83,.518,12,23,.522,18,20,.900,17,116
New Orleans Pelicans,2018-01-26,44,82,.537,11,27,.407,16,21,.762,26,115
Phoenix Suns,2018-01-26,33,94,.351,11,33,.333,8,13,.615,24,85
San Antonio Spurs,2018-01-26,30,75,.400,3,24,.125,15,18,.833,14,78
Toronto Raptors,2018-01-26,37,95,.389,7,27,.259,12,17,.706,18,93
Atlanta Hawks,2018-01-27,38,88,.432,12,43,.279,16,21,.762,15,104
Denver Nuggets,2018-01-27,34,81,.420,12,33,.364,11,15,.733,21,91
Detroit Pistons,2018-01-27,39,84,.464,12,33,.364,18,24,.750,20,108
Golden State Warriors,2018-01-27,38,84,.452,10,27,.370,23,26,.885,17,109
Indiana Pacers,2018-01-27,47,87,.540,5,18,.278,15,19,.789,24,114
Miami Heat,2018-01-27,38,85,.447,8,26,.308,11,18,.611,24,95
Minnesota Timberwolves,2018-01-27,42,96,.438,4,21,.190,23,26,.885,12,111
Chicago Bulls,2018-01-28,36,87,.414,12,34,.353,12,15,.800,18,96
Cleveland Cavaliers,2018-01-28,42,83,.506,15,35,.429,22,26,.846,14,121
Houston Rockets,2018-01-28,32,72,.444,11,37,.297,38,49,.776,21,113
New Orleans Pelicans,2018-01-28,38,85,.447,9,35,.257,18,25,.720,20,103
Oklahoma City Thunder,2018-01-28,45,92,.489,10,33,.303,22,30,.733,25,122
San Antonio Spurs,2018-01-28,45,90,.500,11,25,.440,12,17,.706,13,113
Toronto Raptors,2018-01-28,46,92,.500,12,31,.387,19,25,.760,23,123
Atlanta Hawks,2018-01-29,39,79,.494,13,34,.382,14,16,.875,18,105
Dallas Mavericks,2018-01-29,33,86,.384,8,29,.276,14,16,.875,22,88
Denver Nuggets,2018-01-29,42,93,.452,10,33,.303,16,21,.762,14,110
Indiana Pacers,2018-01-29,45,83,.542,6,21,.286,9,11,.818,19,105
Memphis Grizzlies,2018-01-29,47,83,.566,11,22,.500,15,18,.833,27,120
Milwaukee Bucks,2018-01-29,38,80,.475,11,28,.393,20,22,.909,19,107
Detroit Pistons,2018-01-30,49,93,.527,9,23,.391,18,28,.643,27,125
Houston Rockets,2018-01-30,39,77,.506,13,35,.371,23,28,.821,15,114
Los Angeles Clippers,2018-01-30,35,85,.412,6,22,.273,20,26,.769,17,96
New Orleans Pelicans,2018-01-30,39,77,.506,9,25,.360,16,22,.727,18,103
New York Knicks,2018-01-30,39,89,.438,13,26,.500,20,25,.800,13,111
San Antonio Spurs,2018-01-30,46,92,.500,9,24,.375,5,5,1.000,15,106
Toronto Raptors,2018-01-30,39,81,.481,9,29,.310,22,26,.846,18,109
Utah Jazz,2018-01-30,53,91,.582,14,28,.500,9,14,.643,22,129
Washington Wizards,2018-01-30,34,89,.382,7,25,.280,27,29,.931,28,102
Atlanta Hawks,2018-01-31,39,77,.506,12,32,.375,20,22,.909,16,110
Boston Celtics,2018-01-31,40,83,.482,11,26,.423,12,20,.600,22,103
Brooklyn Nets,2018-01-31,39,77,.506,13,32,.406,25,28,.893,26,116
Cleveland Cavaliers,2018-01-31,28,80,.350,6,26,.231,29,38,.763,20,91
Indiana Pacers,2018-01-31,37,70,.529,10,26,.385,21,31,.677,15,105
Orlando Magic,2018-01-31,44,81,.543,18,32,.563,21,29,.724,23,127
Phoenix Suns,2018-01-31,40,83,.482,11,30,.367,11,15,.733,29,102
Portland Trail Blazers,2018-01-31,46,82,.561,15,32,.469,17,20,.850,19,124
Denver Nuggets,2018-02-01,50,97,.515,15,38,.395,12,17,.706,17,127
Detroit Pistons,2018-02-01,35,76,.461,7,25,.280,27,37,.730,19,104
Minnesota Timberwolves,2018-02-01,42,78,.538,7,19,.368,17,20,.850,15,108
San Antonio Spurs,2018-02-01,35,83,.422,6,24,.250,15,17,.882,12,91
Washington Wizards,2018-02-01,44,85,.518,10,30,.333,24,26,.923,21,122
Boston Celtics,2018-02-02,45,89,.506,11,24,.458,18,20,.900,23,119
Brooklyn Nets,2018-02-02,37,82,.451,9,29,.310,16,23,.696,18,99
Charlotte Hornets,2018-02-02,44,83,.530,15,33,.455,30,34,.882,21,133
Milwaukee Bucks,2018-02-02,33,76,.434,7,24,.292,19,26,.731,21,92
Oklahoma City Thunder,2018-02-02,37,97,.381,9,36,.250,17,20,.850,18,100
Philadelphia 76ers,2018-02-02,42,85,.494,8,24,.333,11,15,.733,23,103
Phoenix Suns,2018-02-02,36,87,.414,9,33,.273,16,19,.842,25,97
Sacramento Kings,2018-02-02,42,95,.442,10,25,.400,10,15,.667,14,104
Toronto Raptors,2018-02-02,46,99,.465,19,40,.475,19,21,.905,23,130
Cleveland Cavaliers,2018-02-03,34,87,.391,8,30,.267,12,16,.750,16,88
Denver Nuggets,2018-02-03,39,91,.429,12,29,.414,25,29,.862,17,115
Detroit Pistons,2018-02-03,44,84,.524,9,26,.346,14,17,.824,12,111
Indiana Pacers,2018-02-03,35,79,.443,9,27,.333,21,25,.840,19,100
Los Angeles Clippers,2018-02-03,40,88,.455,9,25,.360,24,28,.857,18,113
Minnesota Timberwolves,2018-02-03,48,95,.505,10,21,.476,12,16,.750,13,118
Orlando Magic,2018-02-03,34,77,.442,10,32,.313,20,22,.909,15,98
Sacramento Kings,2018-02-03,43,82,.524,8,27,.296,5,6,.833,21,99
San Antonio Spurs,2018-02-03,44,91,.484,10,26,.385,13,18,.722,27,111
Boston Celtics,2018-02-04,35,85,.412,15,36,.417,12,17,.706,16,97
Brooklyn Nets,2018-02-04,37,90,.411,9,29,.310,11,14,.786,19,94
New York Knicks,2018-02-04,41,94,.436,5,23,.217,9,15,.600,16,96
Oklahoma City Thunder,2018-02-04,40,89,.449,7,25,.280,17,25,.680,18,104
Phoenix Suns,2018-02-04,41,77,.532,15,29,.517,13,13,1.000,25,110
Toronto Raptors,2018-02-04,41,89,.461,6,35,.171,13,15,.867,20,101
Denver Nuggets,2018-02-05,46,81,.568,18,34,.529,11,13,.846,15,121
Detroit Pistons,2018-02-05,44,88,.500,15,30,.500,8,12,.667,14,111
Indiana Pacers,2018-02-05,37,80,.463,12,29,.414,16,25,.640,18,102
Los Angeles Clippers,2018-02-05,42,87,.483,10,27,.370,10,12,.833,16,104
Miami Heat,2018-02-05,40,93,.430,3,23,.130,26,35,.743,19,109
New Orleans Pelicans,2018-02-05,47,93,.505,8,22,.364,7,13,.538,15,109
Sacramento Kings,2018-02-05,37,84,.440,11,32,.344,19,25,.760,17,104
Atlanta Hawks,2018-02-06,42,83,.506,8,25,.320,16,21,.762,16,108
Brooklyn Nets,2018-02-06,41,85,.482,16,35,.457,15,17,.882,17,113
Golden State Warriors,2018-02-06,37,76,.487,8,28,.286,23,31,.742,24,105
Los Angeles Lakers,2018-02-06,39,83,.470,11,26,.423,23,26,.885,21,112
New York Knicks,2018-02-06,37,89,.416,5,23,.217,10,15,.667,19,89
Orlando Magic,2018-02-06,46,88,.523,6,22,.273,18,27,.667,16,116
Philadelphia 76ers,2018-02-06,45,82,.549,14,28,.500,11,14,.786,14,115
Toronto Raptors,2018-02-06,40,80,.500,17,36,.472,14,17,.824,18,111
Cleveland Cavaliers,2018-02-07,52,88,.591,21,41,.512,15,23,.652,21,140
Detroit Pistons,2018-02-07,44,92,.478,9,24,.375,18,25,.720,12,115
Memphis Grizzlies,2018-02-07,34,81,.420,8,23,.348,12,16,.750,26,88
Miami Heat,2018-02-07,39,88,.443,13,32,.406,10,12,.833,17,101
Phoenix Suns,2018-02-07,33,97,.340,3,32,.094,12,18,.667,23,81
Golden State Warriors,2018-02-08,45,88,.511,14,29,.483,17,20,.850,18,121
Los Angeles Lakers,2018-02-08,42,96,.438,10,31,.323,12,13,.923,19,106
Orlando Magic,2018-02-08,36,84,.429,9,29,.310,19,22,.864,22,100
Portland Trail Blazers,2018-02-08,41,90,.456,9,31,.290,18,22,.818,19,109
Toronto Raptors,2018-02-08,43,95,.453,16,43,.372,11,14,.786,17,113
Washington Wizards,2018-02-08,38,95,.400,12,26,.462,16,20,.800,23,104
Atlanta Hawks,2018-02-09,37,83,.446,16,44,.364,17,19,.895,18,107
Boston Celtics,2018-02-09,34,89,.382,7,27,.259,16,20,.800,21,91
Chicago Bulls,2018-02-09,41,83,.494,9,26,.346,23,30,.767,19,114
Detroit Pistons,2018-02-09,36,88,.409,10,31,.323,13,17,.765,16,95
Houston Rockets,2018-02-09,43,86,.500,19,41,.463,25,34,.735,16,130
Miami Heat,2018-02-09,32,88,.364,10,26,.385,17,18,.944,21,91
Philadelphia 76ers,2018-02-09,39,93,.419,14,34,.412,8,9,.889,16,100
Sacramento Kings,2018-02-09,38,90,.422,9,23,.391,15,21,.714,19,100
Utah Jazz,2018-02-09,41,84,.488,10,29,.345,14,17,.824,17,106
Brooklyn Nets,2018-02-10,43,114,.377,21,59,.356,21,22,.955,30,128
Chicago Bulls,2018-02-10,34,80,.425,9,32,.281,13,16,.813,16,90
Dallas Mavericks,2018-02-10,48,89,.539,12,27,.444,22,27,.815,21,130
Golden State Warriors,2018-02-10,48,85,.565,12,27,.444,14,15,.933,18,122
Orlando Magic,2018-02-10,37,83,.446,8,30,.267,22,26,.846,14,104
Philadelphia 76ers,2018-02-10,43,90,.478,13,33,.394,13,17,.765,18,112
Phoenix Suns,2018-02-10,46,84,.548,7,19,.368,14,25,.560,24,113
Atlanta Hawks,2018-02-11,38,78,.487,10,29,.345,32,37,.865,26,118
Boston Celtics,2018-02-11,36,89,.404,10,38,.263,17,22,.773,14,99
Charlotte Hornets,2018-02-11,38,89,.427,10,23,.435,17,23,.739,13,103
Houston Rockets,2018-02-11,34,78,.436,13,45,.289,23,33,.697,18,104
Indiana Pacers,2018-02-11,47,94,.500,12,28,.429,15,22,.682,16,121
Minnesota Timberwolves,2018-02-11,37,74,.500,9,24,.375,28,32,.875,17,111
Oklahoma City Thunder,2018-02-11,34,77,.442,16,37,.432,26,40,.650,23,110
Portland Trail Blazers,2018-02-11,33,81,.407,9,25,.360,21,25,.840,22,96
Brooklyn Nets,2018-02-12,41,89,.461,12,40,.300,7,10,.700,15,101
Chicago Bulls,2018-02-12,40,88,.455,9,32,.281,16,21,.762,13,105
Detroit Pistons,2018-02-12,35,95,.368,9,35,.257,24,32,.750,19,103
Golden State Warriors,2018-02-12,52,89,.584,11,26,.423,14,21,.667,18,129
Philadelphia 76ers,2018-02-12,41,75,.547,10,19,.526,16,24,.667,22,108
Utah Jazz,2018-02-12,35,84,.417,11,24,.458,20,30,.667,24,101
Dallas Mavericks,2018-02-13,38,83,.458,15,40,.375,18,23,.783,15,109
Denver Nuggets,2018-02-13,46,93,.495,10,32,.313,15,18,.833,18,117
Milwaukee Bucks,2018-02-13,38,88,.432,8,25,.320,13,17,.765,18,97
Minnesota Timberwolves,2018-02-13,40,84,.476,6,23,.261,22,23,.957,20,108
Oklahoma City Thunder,2018-02-13,40,90,.444,11,35,.314,21,30,.700,20,112
Toronto Raptors,2018-02-13,42,90,.467,13,35,.371,18,23,.783,19,115
Boston Celtics,2018-02-14,42,97,.433,15,31,.484,20,21,.952,31,119
Brooklyn Nets,2018-02-14,35,83,.422,13,35,.371,20,27,.741,20,103
Chicago Bulls,2018-02-14,39,91,.429,4,24,.167,16,20,.800,16,98
Detroit Pistons,2018-02-14,35,83,.422,13,33,.394,21,25,.840,18,104
Houston Rockets,2018-02-14,33,83,.398,14,49,.286,20,22,.909,14,100
Memphis Grizzlies,2018-02-14,44,86,.512,14,27,.519,12,15,.800,25,114
New Orleans Pelicans,2018-02-14,53,99,.535,14,32,.438,19,21,.905,20,139
New York Knicks,2018-02-14,45,97,.464,9,19,.474,14,18,.778,17,113
Orlando Magic,2018-02-14,36,86,.419,15,37,.405,15,17,.882,17,102
Philadelphia 76ers,2018-02-14,39,92,.424,9,35,.257,17,25,.680,23,104
Portland Trail Blazers,2018-02-14,45,93,.484,12,33,.364,21,24,.875,18,123
Utah Jazz,2018-02-14,39,92,.424,10,34,.294,19,22,.864,17,107
Milwaukee Bucks,2018-02-15,49,92,.533,9,26,.346,16,22,.727,20,123
Minnesota Timberwolves,2018-02-15,42,90,.467,6,24,.250,29,31,.935,22,119
Chicago Bulls,2018-02-22,44,97,.454,18,34,.529,9,15,.600,26,115
Charlotte Hornets,2018-02-22,42,87,.483,11,21,.524,16,20,.800,15,111
Cleveland Cavaliers,2018-02-22,42,84,.500,8,35,.229,11,19,.579,15,103
Golden State Warriors,2018-02-22,47,77,.610,14,25,.560,26,34,.765,24,134
Orlando Magic,2018-02-22,43,83,.518,11,24,.458,16,23,.696,15,113
Sacramento Kings,2018-02-22,42,91,.462,12,27,.444,11,15,.733,20,107
Denver Nuggets,2018-02-23,48,97,.495,12,32,.375,14,19,.737,27,122
Detroit Pistons,2018-02-23,37,85,.435,10,33,.303,14,21,.667,18,98
Houston Rockets,2018-02-23,40,83,.482,14,38,.368,26,30,.867,17,120
Indiana Pacers,2018-02-23,48,101,.475,9,28,.321,11,13,.846,20,116
Los Angeles Lakers,2018-02-23,48,93,.516,13,33,.394,15,20,.750,17,124
Memphis Grizzlies,2018-02-23,33,84,.393,9,24,.375,14,18,.778,25,89
New Orleans Pelicans,2018-02-23,48,108,.444,8,31,.258,20,24,.833,18,124
Phoenix Suns,2018-02-23,45,103,.437,9,31,.290,18,31,.581,25,117
Toronto Raptors,2018-02-23,43,90,.478,9,34,.265,24,26,.923,21,119
Utah Jazz,2018-02-23,33,78,.423,6,25,.240,9,11,.818,13,81
Washington Wizards,2018-02-23,40,81,.494,9,25,.360,16,17,.941,21,105
Golden State Warriors,2018-02-24,42,89,.472,17,38,.447,11,13,.846,21,112
Miami Heat,2018-02-24,41,89,.461,12,33,.364,21,27,.778,17,115
Minnesota Timberwolves,2018-02-24,46,94,.489,11,35,.314,19,26,.731,15,122
New York Knicks,2018-02-24,45,96,.469,6,27,.222,16,20,.800,22,112
Philadelphia 76ers,2018-02-24,42,81,.519,9,27,.333,23,27,.852,16,116
Phoenix Suns,2018-02-24,39,87,.448,11,26,.423,15,21,.714,24,104
Sacramento Kings,2018-02-24,42,94,.447,13,25,.520,11,17,.647,21,108
Utah Jazz,2018-02-24,34,85,.400,9,32,.281,20,26,.769,19,97
Charlotte Hornets,2018-02-25,42,88,.477,16,35,.457,14,23,.609,19,114
Cleveland Cavaliers,2018-02-25,38,91,.418,8,34,.235,10,14,.714,24,94
Denver Nuggets,2018-02-25,44,91,.484,10,29,.345,16,24,.667,27,114
Milwaukee Bucks,2018-02-25,44,96,.458,7,25,.280,26,29,.897,19,121
Washington Wizards,2018-02-25,43,79,.544,12,25,.480,11,12,.917,28,109
Atlanta Hawks,2018-02-26,36,96,.375,8,36,.222,24,34,.706,17,104
Boston Celtics,2018-02-26,39,86,.453,12,37,.324,19,27,.704,23,109
Brooklyn Nets,2018-02-26,40,90,.444,16,42,.381,8,8,1.000,20,104
Dallas Mavericks,2018-02-26,40,88,.455,14,37,.378,15,18,.833,21,109
New Orleans Pelicans,2018-02-26,43,91,.473,8,28,.286,31,40,.775,22,125
New York Knicks,2018-02-26,47,96,.490,10,25,.400,7,9,.778,18,111
Oklahoma City Thunder,2018-02-26,42,88,.477,11,25,.440,17,20,.850,13,112
Sacramento Kings,2018-02-26,40,84,.476,8,22,.364,12,13,.923,23,100
Toronto Raptors,2018-02-26,42,80,.525,17,38,.447,22,23,.957,18,123
Utah Jazz,2018-02-26,31,71,.437,7,29,.241,16,22,.727,19,85
Charlotte Hornets,2018-02-27,44,82,.537,15,35,.429,15,21,.714,14,118
Cleveland Cavaliers,2018-02-27,50,97,.515,12,24,.500,17,27,.630,24,129
Denver Nuggets,2018-02-27,43,87,.494,10,31,.323,24,30,.800,27,120
Miami Heat,2018-02-27,36,82,.439,9,27,.333,21,28,.750,19,102
Milwaukee Bucks,2018-02-27,35,77,.455,10,26,.385,24,28,.857,20,104
Portland Trail Blazers,2018-02-27,44,84,.524,15,34,.441,13,17,.765,15,116
Atlanta Hawks,2018-02-28,38,87,.437,9,29,.310,22,27,.815,23,107
Boston Celtics,2018-02-28,54,87,.621,12,20,.600,14,15,.933,20,134
Dallas Mavericks,2018-02-28,44,91,.484,13,36,.361,9,15,.600,22,110
Detroit Pistons,2018-02-28,42,95,.442,9,29,.310,17,22,.773,20,110
Los Angeles Clippers,2018-02-28,36,79,.456,7,23,.304,13,19,.684,19,92
Memphis Grizzlies,2018-02-28,33,87,.379,13,31,.419,23,28,.821,29,102
Orlando Magic,2018-02-28,39,82,.476,13,30,.433,13,23,.565,19,104
San Antonio Spurs,2018-02-28,48,99,.485,9,26,.346,11,14,.786,15,116
Washington Wizards,2018-02-28,36,90,.400,11,32,.344,18,21,.857,24,101
Cleveland Cavaliers,2018-03-01,36,87,.414,9,32,.281,16,23,.696,21,97
Miami Heat,2018-03-01,46,95,.484,9,31,.290,12,16,.750,21,113
Portland Trail Blazers,2018-03-01,36,92,.391,9,30,.300,27,35,.771,18,108
Sacramento Kings,2018-03-01,50,97,.515,6,14,.429,10,12,.833,13,116
Atlanta Hawks,2018-03-02,38,86,.442,15,35,.429,18,20,.900,21,109
Chicago Bulls,2018-03-02,42,89,.472,10,27,.370,14,20,.700,18,108
Los Angeles Clippers,2018-03-02,50,89,.562,9,25,.360,19,24,.792,17,128
Memphis Grizzlies,2018-03-02,40,91,.440,10,27,.370,12,15,.800,23,102
Milwaukee Bucks,2018-03-02,31,81,.383,9,25,.360,25,32,.781,24,96
Orlando Magic,2018-03-02,44,86,.512,13,36,.361,14,19,.737,23,115
Philadelphia 76ers,2018-03-02,41,81,.506,9,24,.375,19,25,.760,22,110
Phoenix Suns,2018-03-02,46,96,.479,11,25,.440,13,18,.722,25,116
Utah Jazz,2018-03-02,40,78,.513,9,29,.310,27,35,.771,21,116
Washington Wizards,2018-03-02,36,79,.456,9,24,.375,14,21,.667,25,95
Cleveland Cavaliers,2018-03-03,46,88,.523,9,24,.375,16,21,.762,16,117
Houston Rockets,2018-03-03,39,87,.448,19,49,.388,26,30,.867,21,123
Miami Heat,2018-03-03,37,82,.451,12,29,.414,19,28,.679,20,105
Orlando Magic,2018-03-03,36,72,.500,8,25,.320,27,33,.818,23,107
Portland Trail Blazers,2018-03-03,39,88,.443,11,33,.333,19,23,.826,21,108
Sacramento Kings,2018-03-03,34,89,.382,9,30,.300,14,17,.824,24,91
San Antonio Spurs,2018-03-03,44,98,.449,7,30,.233,17,20,.850,19,112
Atlanta Hawks,2018-03-04,43,94,.457,17,33,.515,10,12,.833,18,113
Dallas Mavericks,2018-03-04,40,90,.444,10,23,.435,19,25,.760,20,109
Los Angeles Clippers,2018-03-04,44,84,.524,10,27,.370,25,30,.833,20,123
Milwaukee Bucks,2018-03-04,47,95,.495,10,23,.435,14,22,.636,24,118
Sacramento Kings,2018-03-04,39,86,.453,13,30,.433,11,11,1.000,18,102
Toronto Raptors,2018-03-04,35,83,.422,12,41,.293,21,27,.778,28,103
Washington Wizards,2018-03-04,35,83,.422,10,27,.370,15,19,.789,21,95
Chicago Bulls,2018-03-05,32,81,.395,12,33,.364,13,20,.650,16,89
Cleveland Cavaliers,2018-03-05,43,88,.489,12,33,.364,14,17,.824,18,112
Indiana Pacers,2018-03-05,33,77,.429,10,17,.588,16,21,.762,15,92
Los Angeles Lakers,2018-03-05,34,87,.391,11,37,.297,24,31,.774,24,103
Miami Heat,2018-03-05,47,92,.511,12,36,.333,19,23,.826,14,125
San Antonio Spurs,2018-03-05,35,76,.461,6,22,.273,24,31,.774,10,100
Utah Jazz,2018-03-05,36,73,.493,10,31,.323,12,18,.667,22,94
Charlotte Hornets,2018-03-06,40,80,.500,11,29,.379,23,31,.742,12,114
Dallas Mavericks,2018-03-06,43,90,.478,15,27,.556,17,23,.739,20,118
Golden State Warriors,2018-03-06,47,83,.566,11,23,.478,9,11,.818,18,114
Los Angeles Clippers,2018-03-06,46,99,.465,7,27,.259,17,26,.654,18,116
Oklahoma City Thunder,2018-03-06,46,93,.495,12,34,.353,8,11,.727,28,112
Portland Trail Blazers,2018-03-06,35,81,.432,20,33,.606,21,24,.875,15,111
Toronto Raptors,2018-03-06,34,88,.386,10,36,.278,28,33,.848,21,106
Washington Wizards,2018-03-06,40,80,.500,14,24,.583,23,27,.852,22,117
Chicago Bulls,2018-03-07,42,79,.532,11,29,.379,24,32,.750,22,119
Denver Nuggets,2018-03-07,42,86,.488,10,27,.370,14,18,.778,16,108
Detroit Pistons,2018-03-07,44,90,.489,13,26,.500,18,23,.783,23,119
Indiana Pacers,2018-03-07,34,88,.386,3,23,.130,13,17,.765,17,84
Los Angeles Lakers,2018-03-07,43,88,.489,11,33,.333,11,12,.917,16,108
Milwaukee Bucks,2018-03-07,38,83,.458,9,28,.321,14,19,.737,22,99
Sacramento Kings,2018-03-07,39,93,.419,9,28,.321,14,17,.824,16,101
Charlotte Hornets,2018-03-08,41,85,.482,4,19,.211,25,30,.833,21,111
Golden State Warriors,2018-03-08,41,95,.432,8,30,.267,20,23,.870,18,110
Miami Heat,2018-03-08,42,89,.472,14,26,.538,10,18,.556,20,108
Minnesota Timberwolves,2018-03-08,44,94,.468,12,31,.387,9,13,.692,22,109
Oklahoma City Thunder,2018-03-08,42,80,.525,13,33,.394,18,27,.667,20,115
Denver Nuggets,2018-03-09,42,83,.506,15,31,.484,26,30,.867,16,125
Detroit Pistons,2018-03-09,38,81,.469,9,27,.333,14,18,.778,13,99
Indiana Pacers,2018-03-09,45,91,.495,14,28,.500,8,10,.800,16,112
Los Angeles Clippers,2018-03-09,43,89,.483,11,28,.393,19,30,.633,16,116
Memphis Grizzlies,2018-03-09,31,83,.373,6,22,.273,10,14,.714,22,78
Milwaukee Bucks,2018-03-09,41,73,.562,8,18,.444,30,39,.769,16,120
New Orleans Pelicans,2018-03-09,38,82,.463,6,20,.300,15,18,.833,18,97
Portland Trail Blazers,2018-03-09,44,89,.494,16,39,.410,21,27,.778,17,125
Sacramento Kings,2018-03-09,36,83,.434,9,25,.360,13,15,.867,21,94
Toronto Raptors,2018-03-09,41,85,.482,15,38,.395,11,14,.786,20,108
Charlotte Hornets,2018-03-10,44,87,.506,13,32,.406,21,27,.778,18,122
Dallas Mavericks,2018-03-10,37,77,.481,10,29,.345,30,35,.857,18,114
Los Angeles Clippers,2018-03-10,41,78,.526,7,18,.389,24,28,.857,20,113
Miami Heat,2018-03-10,52,88,.591,10,28,.357,15,21,.714,25,129
Oklahoma City Thunder,2018-03-10,39,85,.459,10,28,.357,16,24,.667,13,104
Atlanta Hawks,2018-03-11,42,82,.512,19,40,.475,19,22,.864,14,122
Boston Celtics,2018-03-11,34,81,.420,12,37,.324,17,21,.810,13,97
Brooklyn Nets,2018-03-11,33,85,.388,10,28,.357,21,24,.875,19,97
Dallas Mavericks,2018-03-11,33,94,.351,5,31,.161,11,18,.611,18,82
Denver Nuggets,2018-03-11,50,89,.562,15,37,.405,15,21,.714,17,130
Los Angeles Lakers,2018-03-11,48,96,.500,13,34,.382,18,20,.900,19,127
Minnesota Timberwolves,2018-03-11,44,95,.463,6,20,.300,15,21,.714,15,109
New Orleans Pelicans,2018-03-11,41,93,.441,6,21,.286,11,13,.846,25,99
New York Knicks,2018-03-11,40,88,.455,7,21,.333,19,24,.792,19,106
Houston Rockets,2018-03-12,39,80,.488,13,44,.295,18,23,.783,24,109
Memphis Grizzlies,2018-03-12,42,89,.472,9,27,.333,10,19,.526,23,103
Oklahoma City Thunder,2018-03-12,38,84,.452,16,36,.444,14,18,.778,15,106
Portland Trail Blazers,2018-03-12,38,83,.458,14,36,.389,25,30,.833,15,115
Atlanta Hawks,2018-03-13,37,87,.425,13,31,.419,20,24,.833,25,107
Brooklyn Nets,2018-03-13,35,86,.407,15,36,.417,17,19,.895,19,102
Chicago Bulls,2018-03-13,43,101,.426,7,29,.241,13,15,.867,28,106
Los Angeles Lakers,2018-03-13,40,90,.444,15,40,.375,17,25,.680,23,112
New Orleans Pelicans,2018-03-13,52,104,.500,9,22,.409,6,8,.750,16,119
New York Knicks,2018-03-13,40,82,.488,8,25,.320,9,12,.750,18,97
Philadelphia 76ers,2018-03-13,35,75,.467,10,30,.333,18,22,.818,25,98
Phoenix Suns,2018-03-13,38,98,.388,6,32,.188,25,30,.833,21,107
San Antonio Spurs,2018-03-13,40,84,.476,9,19,.474,19,23,.826,13,108
Utah Jazz,2018-03-13,42,76,.553,13,34,.382,13,23,.565,22,110
Washington Wizards,2018-03-13,42,82,.512,8,20,.400,19,25,.760,17,111
Boston Celtics,2018-03-14,48,99,.485,12,26,.462,16,23,.696,22,124
Golden State Warriors,2018-03-14,44,81,.543,6,20,.300,23,28,.821,24,117
